      586	2025-08-22 13:07:44	14	0	1	0
      588	2025-08-22 13:08:11	14	0	1	0
      570	2025-08-22 13:08:46	14	0	1	0
      611	2025-08-22 13:11:25	14	0	1	0
      607	2025-08-22 13:11:29	14	0	1	0
      614	2025-08-22 13:11:48	14	0	1	0
      592	2025-08-22 13:12:48	14	0	1	0
      591	2025-08-22 13:13:06	14	0	1	0
      582	2025-08-22 13:14:35	14	0	1	0
      581	2025-08-22 13:16:03	14	0	1	0
      598	2025-08-22 13:16:54	14	0	1	0
      612	2025-08-22 13:16:57	14	0	1	0
      590	2025-08-22 13:17:07	14	0	1	0
      594	2025-08-22 13:17:20	14	0	1	0
      606	2025-08-22 13:17:25	14	0	1	0
      573	2025-08-22 13:17:29	14	0	1	0
      571	2025-08-22 13:20:01	14	0	1	0
      579	2025-08-22 13:20:04	14	0	1	0
      601	2025-08-22 13:25:34	14	0	1	0
      601	2025-08-22 13:25:35	14	0	1	0
      565	2025-08-22 13:39:14	14	0	1	0
      574	2025-08-22 13:41:52	14	0	1	0
      580	2025-08-22 13:44:14	14	0	1	0
      533	2025-08-25 07:27:35	14	0	1	0
      536	2025-08-25 07:27:39	14	0	1	0
      494	2025-08-25 07:27:43	14	0	1	0
      537	2025-08-25 07:28:09	14	0	1	0
      471	2025-08-25 07:28:16	14	0	1	0
      482	2025-08-25 07:28:19	14	0	1	0
      560	2025-08-25 07:29:01	14	0	1	0
      540	2025-08-25 07:29:05	14	0	1	0
      538	2025-08-25 07:29:37	14	0	1	0
      530	2025-08-25 07:29:42	14	0	1	0
      513	2025-08-25 07:29:46	14	0	1	0
      519	2025-08-25 07:29:55	14	0	1	0
      496	2025-08-25 07:29:58	14	0	1	0
      556	2025-08-25 07:30:05	14	0	1	0
      507	2025-08-25 07:30:17	14	0	1	0
      507	2025-08-25 07:30:18	14	0	1	0
      507	2025-08-25 07:30:20	14	0	1	0
      507	2025-08-25 07:30:21	14	0	1	0
      544	2025-08-25 07:30:26	14	0	1	0
      544	2025-08-25 07:30:30	14	0	1	0
      544	2025-08-25 07:30:40	14	0	1	0
      544	2025-08-25 07:30:41	14	0	1	0
      546	2025-08-25 07:30:47	14	0	1	0
      474	2025-08-25 07:30:53	14	0	1	0
      548	2025-08-25 07:31:05	14	0	1	0
      527	2025-08-25 07:31:18	14	0	1	0
      477	2025-08-25 07:31:26	14	0	1	0
      497	2025-08-25 07:31:45	14	0	1	0
      552	2025-08-25 07:32:48	14	0	1	0
      525	2025-08-25 07:34:07	14	0	1	0
      498	2025-08-25 07:34:18	14	0	1	0
      473	2025-08-25 07:34:21	14	0	1	0
      491	2025-08-25 07:34:24	14	0	1	0
      511	2025-08-25 07:34:37	14	0	1	0
      543	2025-08-25 07:37:45	14	0	1	0
      512	2025-08-25 07:39:44	14	0	1	0
      504	2025-08-25 07:40:49	14	0	1	0
      493	2025-08-25 07:58:00	14	0	1	0
      562	2025-08-25 08:06:31	14	0	1	0
      562	2025-08-25 08:06:33	14	0	1	0
      571	2025-08-25 12:57:47	14	0	1	0
